reference,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution écran,Type de Processeur,processeur,Mémoire,Disque Dur,Type Disque Dur,Réf Carte Graphique,Système d'exploitation,Gamer,prix
5430-I7,https://spacenet.tn/pc-portable-tunisie/52444-pc-portable-dell-latitude-5430-i7-12gen-16-go-512go-ssd-gris.html,Pc Portable Dell Latitude 5430 i7 12Gén 16 Go 512Go SSD Gris,Latitude 5430,https://spacenet.tn/118892-home_default/pc-portable-dell-latitude-5430-i7-12gen-16-go-512go-ssd-gris.jpg,SpaceNet,14 Pouces,,Intel Core i7,Intel Core i5-1235U,16 Go,512 Go SSD,,Intel Iris Xe,Linux,Non,"3 459,000 DT"
GIGABYTE-G6MF-4050-32,https://spacenet.tn/pc-portable-gamer-tunisie/82531-pc-portable-gamer-gigabyte-g6-mf-i7-13gen-32go-1to-ssd.html,Pc Portable Gamer Gigabyte G6 MF I7 13Gén 32Go 1To SSD,Gigabyte G6 MF,https://spacenet.tn/249341-home_default/pc-portable-gamer-gigabyte-g6-mf-i7-13gen-32go-1to-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores)",32 Go,1 To SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Free Dos,Oui,"3 459,000 DT"
GIGABYTE-G7KF-QWER-32,https://spacenet.tn/pc-portable-gamer-tunisie/69624-pc-portable-gigabyte-gamer-g7-kf-i5-12gen-32go-512go-ssd-noir.html,Pc Portable Gamer Gigabyte G7 KF i5 12Gén 32Go 512Go SSD Noir,G7 KF,https://spacenet.tn/190652-home_default/pc-portable-gigabyte-gamer-g7-kf-i5-12gen-32go-512go-ssd-noir.jpg,SpaceNet,17.3 Pouces,,Intel Core i5,,32 Go,512 Go SSD,SSD,Nvidia GeForce RTX 4060 8Go de Mémoire dédié GDDR6,Free Dos,Oui,"3 459,000 DT"
83DV00JUFG-48,https://spacenet.tn/pc-portable-gamer-tunisie/88878-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-48go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 48Go 512Go SSD,LOQ 15IRX9,https://spacenet.tn/278595-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-48go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",48 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Free Dos,Oui,"3 459,000 DT"
FX507VU-LP214W-16,https://spacenet.tn/pc-portable-gamer-tunisie/71257-pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-16go-512go-ssd-noir.html,Pc Gamer Asus Tuf Gaming F15 FX507VU i7 13Gén 16Go 512Go SSD Noir,TUF Gaming F15,https://spacenet.tn/196534-home_default/pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-16go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4.9 GHz, 24 Mo de mémoire cache, 10Coeurs)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 469,000 DT"
21JK001PFE-40,https://spacenet.tn/pc-portables-pro-tunisie/67879-pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-40go-512go-ssd-gris.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i7 13Gén 40Go 512Go SSD Gris,ThinkPad E14 G5,https://spacenet.tn/182976-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-40go-512go-ssd-gris.jpg,SpaceNet,14 Pouces,,Intel Core i7,,40Go,512 Go SSD,,NVIDIA GeForce MX 550  2Go De Mémoire Dédiée GDDR6,Free Dos,Non,"3 469,000 DT"
83DV010QFG-32,https://spacenet.tn/lenovo-loq/87877-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-32go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 32Go 512Go SSD Windows11,LOQ 15IRX9,https://spacenet.tn/274124-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-32go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",32 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 469,000 DT"
82UD009WFG,https://spacenet.tn/pc-portables-pro-tunisie/55917-pc-portable-lenovo-yoga-6-13alc7-amd-ryzen-7-16go-1to-ssd-vert-82ud009wfg.html,Pc Portable Lenovo Yoga 6 13ALC7 AMD Ryzen 7 16Go 1To SSD Vert (82UD009WFG),Yoga 6,https://spacenet.tn/135130-home_default/pc-portable-lenovo-yoga-6-13alc7-amd-ryzen-7-16go-1to-ssd-vert-82ud009wfg.jpg,SpaceNet,13.3 Pouces,,AMD Ryzen 7,"AMD Ryzen™ 7 5700U (1,8 up to 4,3 GHz, 4 Mo L2 / 8 Mo L3, 8C / 16T, 8C / 16T)",16 Go,1 To SSD,,AMD Radeon,Windows 11,Non,"3 489,000 DT"
9S7-15K111-1491-24,https://spacenet.tn/pc-portable-gamer-tunisie/81349-pc-portable-gamer-msi-cyborg-15-a13vf-i7-13gen-24go-512go-ssd.html,Pc Portable Gamer MSI Cyborg 15 A13VF i7 13Gén 24Go 512Go SSD,Cyborg 15 A13VF,https://spacenet.tn/243981-home_default/pc-portable-gamer-msi-cyborg-15-a13vf-i7-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 4060 8Go de Mémoire dédié GDDR6,Free Dos,Oui,"3 489,000 DT"
83DV010QFG-24-W11,https://spacenet.tn/lenovo-loq/87874-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-24go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 24Go 512Go SSD Windows11,LOQ 15IRX9,https://spacenet.tn/274132-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-24go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",24 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 489,000 DT"
845J9EA-W11,https://spacenet.tn/pc-portables-pro-tunisie/85755-pc-portable-hp-envy-x360-15-fe0001nk-i7-13gen-16go-512go-ssd-windows-11.html,Pc Portable HP ENVY X360 15-FE0001NK i7 13Gén 16Go 512Go SSD Windows 11,ENVY X360,https://spacenet.tn/259201-home_default/pc-portable-hp-envy-x360-15-fe0001nk-i7-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U, up to 5.0 Ghz, 12 Mo de mémoire cache",16 Go,512 Go SSD,,Intel Iris Xe,Windows 11 Pro,Non,"3 499,000 DT"
MLXY3FN/A,https://spacenet.tn/pc-apple-macbook-tunisie/60922-apple-macbook-air-m2-2022-8go-256go-ssd-silver.html,Apple MacBook Air M2 8Go 256Go SSD Silver,MacBook Air,https://spacenet.tn/290567-home_default/apple-macbook-air-m2-2022-8go-256go-ssd-silver.jpg,SpaceNet,13.6 Pouces,,Apple M2,,8 Go,256 Go SSD,SSD,Intel HD,Mac Os,,"3 499,000 DT"
9S7-158571-1696-32,https://spacenet.tn/msi-gaming/87431-pc-portable-gamer-msi-katana-15-b13vek-i7-13gen-32go-512go-ssd-rtx-4050.html,Pc Portable Gamer MSI Katana 15 B13VEK i7 13Gén 32Go 512Go SSD RTX 4050,Katana 15 B13VEK,https://spacenet.tn/269451-home_default/pc-portable-gamer-msi-katana-15-b13vek-i7-13gen-32go-512go-ssd-rtx-4050.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H ( Up to 4.90 GHz Turbo max, 12 Mo de mémoire cache, Octa-Cores )",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Free Dos,Oui,"3 499,000 DT"
G15-5530-I7-3Y-512-W11,https://spacenet.tn/dell-gaming/82527-pc-portable-gamer-dell-g15-5530-i7-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer Dell G15 5530 I7 13Gén 16Go 512Go SSD Windows 11,G15 5530,https://spacenet.tn/249307-home_default/pc-portable-gamer-dell-g15-5530-i7-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13450HX (Up to 4,60 GHz, 24 Mo de Mémoire cache, 14 coeurs)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 499,000 DT"
FX507VU-LP214W-24,https://spacenet.tn/pc-portable-gamer-tunisie/71259-pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-24go-512go-ssd-noir.html,Pc Gamer Asus Tuf Gaming F15 FX507VU i7 13Gén 24Go 512Go SSD Noir,TUF Gaming F15,https://spacenet.tn/196540-home_default/pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-24go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4.9 GHz, 24 Mo de mémoire cache, 10Coeurs)",24 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 509,000 DT"
G15-5530-I7-3Y-512-24,https://spacenet.tn/dell-gaming/82341-pc-portable-gamer-dell-g15-5530-i7-13gen-24go-512go-ssd.html,Pc Portable Gamer Dell G15 5530 I7 13Gén 24Go 512Go SSD,G15 5530,https://spacenet.tn/248797-home_default/pc-portable-gamer-dell-g15-5530-i7-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13450HX (Up to 4,60 GHz, 24 Mo de Mémoire cache, 14 coeurs)",24 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Ubuntu,Oui,"3 509,000 DT"
TUF507NUR-LP059W-32,https://spacenet.tn/asus-gaming/87857-pc-portable-gamer-asus-tuf-gaming-a15-tuf507nur-amd-ryzen-7-32go-512go-ssd-windows-11.html,Pc Portable Gamer Asus Tuf Gaming A15 TUF507NUR AMD Ryzen 7 32Go 512Go SSD Windows 11,TUF Gaming A15,https://spacenet.tn/272094-home_default/pc-portable-gamer-asus-tuf-gaming-a15-tuf507nur-amd-ryzen-7-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 7435HS(Up to 4.5 GHz, 20 Mo de mémoire cache, 8 Core)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 509,000 DT"
9S7-15K111-1491-32,https://spacenet.tn/pc-portable-gamer-tunisie/81350-pc-portable-gamer-msi-cyborg-15-a13vf-i7-13gen-32go-512go-ssd.html,Pc Portable Gamer MSI Cyborg 15 A13VF i7 13Gén 32Go 512Go SSD,Cyborg 15 A13VF,https://spacenet.tn/243987-home_default/pc-portable-gamer-msi-cyborg-15-a13vf-i7-13gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",32 Go,512 Go SSD,SSD,Nvidia GeForce RTX 4060 8Go de Mémoire dédié GDDR6,Free Dos,Oui,"3 519,000 DT"
83DV00JUFG-48-W11,https://spacenet.tn/pc-portable-gamer-tunisie/88880-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-48go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 48Go 512Go SSD Windows 11,LOQ 15IRX9,https://spacenet.tn/278608-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-48go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",48 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 519,000 DT"
GIGABYTE-G7KF-QWER-24,https://spacenet.tn/pc-portable-gamer-tunisie/69620-pc-portable-gigabyte-gamer-g7-kf-i5-12gen-24go-512go-ssd-noir.html,Pc Portable Gamer Gigabyte G7 KF i5 12Gén 24Go 512Go SSD Noir,G7 KF,https://spacenet.tn/190626-home_default/pc-portable-gigabyte-gamer-g7-kf-i5-12gen-24go-512go-ssd-noir.jpg,SpaceNet,17.3 Pouces,,Intel Core i5,,24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 4060 8Go de Mémoire dédié GDDR6,Free Dos,Oui,"3 519,000 DT"
83DV010QFG-32-W11,https://spacenet.tn/lenovo-loq/87875-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-32go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 32Go 512Go SSD Windows11,LOQ 15IRX9,https://spacenet.tn/274127-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-32go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",32 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 529,000 DT"
GIGABYTE-G5KF5-I7,https://spacenet.tn/pc-portable-gamer-tunisie/70694-pc-portable-gamer-gigabyte-g5-kf5-i7-13gen-16go-512go-ssd-noir.html,Pc Portable Gamer Gigabyte G5 KF5 i7 13Gén 16Go 1 To SSD Noir,G5 KF5,https://spacenet.tn/194473-home_default/pc-portable-gamer-gigabyte-g5-kf5-i7-13gen-16go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (Up to 4,90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores)",16 Go,1 To SSD,SSD,Nvidia GeForce RTX 4060 8Go DDR6,Free Dos,Oui,"3 545,000 DT"
FX507VU-LP221W,https://spacenet.tn/asus-gaming/88970-pc-portable-gamer-asus-tuf-gaming-a15-fx507vu-i7-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer Asus Tuf Gaming A15 FX507VU i7 13Gén 16Go 512Go SSD Windows 11,TUF Gaming A15,https://spacenet.tn/279317-home_default/pc-portable-gamer-asus-tuf-gaming-a15-fx507vu-i7-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7 13620H(Up to 4.9 GHz, 24 Mo de mémoire cache, 10 Core)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 549,000 DT"
G15-5530-I7-3Y-512-32,https://spacenet.tn/dell-gaming/82344-pc-portable-gamer-dell-g15-5530-i7-13gen-32go-512go-ssd.html,Pc Portable Gamer Dell G15 5530 I7 13Gén 32Go 512Go SSD,G15 5530,https://spacenet.tn/248808-home_default/pc-portable-gamer-dell-g15-5530-i7-13gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13450HX (Up to 4,60 GHz, 24 Mo de Mémoire cache, 14 coeurs)",32 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Ubuntu,Oui,"3 549,000 DT"
83DV00JUFG-64,https://spacenet.tn/pc-portable-gamer-tunisie/88882-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-64go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 64Go 512Go SSD,LOQ 15IRX9,https://spacenet.tn/278623-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-64go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",64 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Free Dos,Oui,"3 579,000 DT"
AY2T0EA,https://spacenet.tn/pc-portables-pro-tunisie/90113-pc-portable-hp-envy-x360-14-fa0001nk-amd-ryzen-7-16go-1to-ssd-windows-11.html,Pc Portable HP ENVY X360 14-fa0001nk AMD Ryzen 7 16Go 1To SSD Windows 11,ENVY X360,https://spacenet.tn/289902-home_default/pc-portable-hp-envy-x360-14-fa0001nk-amd-ryzen-7-16go-1to-ssd-windows-11.jpg,SpaceNet,14 Pouces,,AMD Ryzen 7,"AMD Ryzen™ 7 8840HS (3.5 GHz up to 5.1 GHz Turbo max, 24 Mo de mémoire cache)",16 Go,1 To SSD,,AMD Radeon,Windows 11,Non,"3 579,000 DT"
5430-I7-32,https://spacenet.tn/pc-portables-pro-tunisie/66220-pc-portable-dell-latitude-5430-i7-12gen-32-go-512go-ssd-gris.html,Pc Portable Dell Latitude 5430 i7 12Gén 32 Go 512Go SSD Gris,Latitude 5430,https://spacenet.tn/175252-home_default/pc-portable-dell-latitude-5430-i7-12gen-32-go-512go-ssd-gris.jpg,SpaceNet,14 Pouces,,Intel Core i7,Intel Core i5-1235U,32 Go,512 Go SSD,,Intel Iris Xe,Linux,Non,"3 595,000 DT"
FX507VU-LP214W-32,https://spacenet.tn/pc-portable-gamer-tunisie/82027-pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-32go-512go-ssd-noir.html,Pc Gamer Asus Tuf Gaming F15 FX507VU i7 13Gén 32Go 512Go SSD Noir,TUF Gaming F15,https://spacenet.tn/247539-home_default/pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-32go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4.9 GHz, 24 Mo de mémoire cache, 10Coeurs)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 599,000 DT"
83DJ00A8FG,https://spacenet.tn/pc-portables-pro-tunisie/79108-pc-portable-lenovo-yoga-7-2en1-14iml9-ultra-5-16go-512go-ssd-windows-11.html,Pc Portable Lenovo Yoga 7 2en1 14IML9 Ultra 5 16Go 512Go SSD  Windows 11,Yoga 7 14IML9,https://spacenet.tn/233267-home_default/pc-portable-lenovo-yoga-7-2en1-14iml9-ultra-5-16go-512go-ssd-windows-11.jpg,SpaceNet,14 Pouces,,Intel Ultra 5,,16 Go,512 Go SSD,SSD,Intel Graphics,Windows 11,Non,"3 609,000 DT"
5550I7-1YP,https://spacenet.tn/pc-portables-pro-tunisie/89093-pc-portable-dell-latitude-5550-i7-13gen-8go-512go-ssd.html,Pc Portable Dell Latitude 5550 i7 13Gén 8Go 512Go SSD,Latitude 5550,https://spacenet.tn/281537-home_default/pc-portable-dell-latitude-5550-i7-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U (Up to 5,00 GHz Turbo max ,12Mo de mémoire cache, 10-Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"3 629,000 DT"
GIGABYTE-G5KF5-I7-24,https://spacenet.tn/pc-portable-gamer-tunisie/70804-pc-portable-gamer-gigabyte-g5-kf5-i7-13gen-24go-512go-ssd-noir.html,Pc Portable Gamer Gigabyte G5 KF5 i7 13Gén 24Go 1To SSD Noir,G5 KF5,https://spacenet.tn/194787-home_default/pc-portable-gamer-gigabyte-g5-kf5-i7-13gen-24go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (Up to 4,90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores)",24 Go,1 To SSD,SSD,Nvidia GeForce RTX 4060 8Go DDR6,Free Dos,Oui,"3 635,000 DT"
83DV00JUFG-64-W11,https://spacenet.tn/pc-portable-gamer-tunisie/88884-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-64go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 64Go 512Go SSD Windows 11,LOQ 15IRX9,https://spacenet.tn/278647-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-64go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",64 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 639,000 DT"
AY2T4EA,https://spacenet.tn/pc-portables-pro-tunisie/84880-pc-portable-hp-envy-x360-14-fc0003nk-ultra-7-16go-1to-ssd-windows-11.html,Pc Portable HP ENVY X360 14-fc0003nk Ultra 7 16Go 1To SSD Windows 11,ENVY X360,https://spacenet.tn/255906-home_default/pc-portable-hp-envy-x360-14-fc0003nk-ultra-7-16go-1to-ssd-windows-11.jpg,SpaceNet,14 Pouces,,Intel Ultra 7,"Intel® Core™ Ultra 7 155U (Up to 4,8 GHz Turbo max, 12 Mo de mémoire cache, 12 Cores)",16 Go,1 To SSD,,Intel UHD,Windows 11,Non,"3 649,000 DT"
G15-5530-I7-3Y-512-W11,https://spacenet.tn/dell-gaming/82527-pc-portable-gamer-dell-g15-5530-i7-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer Dell G15 5530 I7 13Gén 16Go 512Go SSD Windows 11,G15 5530,https://spacenet.tn/249307-home_default/pc-portable-gamer-dell-g15-5530-i7-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13450HX (Up to 4,60 GHz, 24 Mo de Mémoire cache, 14 coeurs)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 499,000 DT"
FX507VU-LP214W-24,https://spacenet.tn/pc-portable-gamer-tunisie/71259-pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-24go-512go-ssd-noir.html,Pc Gamer Asus Tuf Gaming F15 FX507VU i7 13Gén 24Go 512Go SSD Noir,TUF Gaming F15,https://spacenet.tn/196540-home_default/pc-gamer-asus-tuf-gaming-f15-fx507vu-i7-13gen-24go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4.9 GHz, 24 Mo de mémoire cache, 10Coeurs)",24 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 509,000 DT"
G15-5530-I7-3Y-512-24,https://spacenet.tn/dell-gaming/82341-pc-portable-gamer-dell-g15-5530-i7-13gen-24go-512go-ssd.html,Pc Portable Gamer Dell G15 5530 I7 13Gén 24Go 512Go SSD,G15 5530,https://spacenet.tn/248797-home_default/pc-portable-gamer-dell-g15-5530-i7-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13450HX (Up to 4,60 GHz, 24 Mo de Mémoire cache, 14 coeurs)",24 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Ubuntu,Oui,"3 509,000 DT"
TUF507NUR-LP059W-32,https://spacenet.tn/asus-gaming/87857-pc-portable-gamer-asus-tuf-gaming-a15-tuf507nur-amd-ryzen-7-32go-512go-ssd-windows-11.html,Pc Portable Gamer Asus Tuf Gaming A15 TUF507NUR AMD Ryzen 7 32Go 512Go SSD Windows 11,TUF Gaming A15,https://spacenet.tn/272094-home_default/pc-portable-gamer-asus-tuf-gaming-a15-tuf507nur-amd-ryzen-7-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 7435HS(Up to 4.5 GHz, 20 Mo de mémoire cache, 8 Core)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11,Oui,"3 509,000 DT"
9S7-15K111-1491-32,https://spacenet.tn/pc-portable-gamer-tunisie/81350-pc-portable-gamer-msi-cyborg-15-a13vf-i7-13gen-32go-512go-ssd.html,Pc Portable Gamer MSI Cyborg 15 A13VF i7 13Gén 32Go 512Go SSD,Cyborg 15 A13VF,https://spacenet.tn/243987-home_default/pc-portable-gamer-msi-cyborg-15-a13vf-i7-13gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",32 Go,512 Go SSD,SSD,Nvidia GeForce RTX 4060 8Go de Mémoire dédié GDDR6,Free Dos,Oui,"3 519,000 DT"
83DV00JUFG-48-W11,https://spacenet.tn/pc-portable-gamer-tunisie/88880-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-48go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 48Go 512Go SSD Windows 11,LOQ 15IRX9,https://spacenet.tn/278608-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-48go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",48 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 519,000 DT"
GIGABYTE-G7KF-QWER-24,https://spacenet.tn/pc-portable-gamer-tunisie/69620-pc-portable-gigabyte-gamer-g7-kf-i5-12gen-24go-512go-ssd-noir.html,Pc Portable Gamer Gigabyte G7 KF i5 12Gén 24Go 512Go SSD Noir,G7 KF,https://spacenet.tn/190626-home_default/pc-portable-gigabyte-gamer-g7-kf-i5-12gen-24go-512go-ssd-noir.jpg,SpaceNet,17.3 Pouces,,Intel Core i5,,24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 4060 8Go de Mémoire dédié GDDR6,Free Dos,Oui,"3 519,000 DT"
83DV010QFG-32-W11,https://spacenet.tn/lenovo-loq/87875-pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-32go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i7 13Gén 32Go 512Go SSD Windows11,LOQ 15IRX9,https://spacenet.tn/274127-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13gen-32go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13650HX ( up to 4.9 GHz, 24Mo de mémoire cache Smart ,14 cores)",32 Go,512 Go SSD,,"Nvidia GeForce RTX 4050, 6 Go De Mémoire Dédiée",Windows 11 Pro,Oui,"3 529,000 DT"
